Id,Sentence,Explain,Created at,Updated at
1837,"四个老人家打麻将，一圈后一人去厕所，上完厕所后把麻将这事给忘了，直接回家了。
另外三人久等，见其未归，
决定寻找。但谁也想不起刚才和他们在一起打麻将是谁了。
岁月无情，趁着年轻你记得我，我记得你，没事便聚聚到处转转，吃吃饭，喝点酒，免得时间长了，大家都忘了谁是谁。
",,2019-10-13 00:32:40 UTC,2019-10-13 00:32:40 UTC
1836,有一个夜晚我烧毁了所有的记忆，从此我的梦就透明了。有一个早晨我扔掉了所有的昨天，从此我的脚步就轻盈了。,,2019-10-11 01:59:45 UTC,2019-10-11 01:59:45 UTC
1835,"1.代码写得好,bug少, 看起来就像一个闲人
2.注释多，代码清晰，任何人接受非常方便，看起来谁都可以替代
3.代码写的烂,每天风风火火改bug，各种救火，解决各种线上重大问题，于是顺利成章成为公司亮眼的人才。
4.代码乱的只有自己看得懂，公司不可替代的重要人才。",,2019-08-17 15:42:03 UTC,2019-08-17 15:42:29 UTC
1834,"一老头乘公交去高潮村办事。
途中问女服务员:高潮到了没?
女服务员:还没呢。
一会儿他又问:高潮到了没?
服务员说:糟老头急什么，高潮到了我会叫的!",,2019-08-13 06:44:06 UTC,2019-08-13 06:44:06 UTC
1833,"有一女进性用品商店，要买一支振动棒，
老板说：“都在上面，自己选”，
女认真选后说：“我就要那个红色的!”，
老板看了一眼说：“小姐，那是灭火器!”。",,2019-08-13 06:42:41 UTC,2019-08-13 06:42:41 UTC
1832,"一美女尿急，路边草地小解，后无纸，便用树叶擦YIN部，
叶有刺，YIN部甚痛，
美女便对着YIN部说：“整天吃肉，今天吃回青菜就受不了!”。",,2019-08-13 06:42:04 UTC,2019-08-13 06:42:04 UTC
1831,"屠夫嫖妓被抓罚4000元并开收据。
一日屠夫妻发现此收据，只识4000元不识‘嫖妓二字，
问屠夫：何事罚4000元？
屠夫答到：罚我肉中注水！",,2019-08-13 06:18:21 UTC,2019-08-13 06:18:21 UTC
1830,"是夜。夫于床上看书。不时将手伸入妻腿间。妻便脱衣撒娇。
夫问：干吗？
妻反问：你手干吗？
夫一本正经的说：湿湿手。好翻书",,2019-08-13 06:17:56 UTC,2019-08-13 06:17:56 UTC
1829,主持人问：猫是否会爬树？老鹰抢答：会！主持人：举例说明！老鹰含泪：那年，我睡熟了，猫爬上了树…后来就有了猫头鹰…,,2019-08-13 06:16:31 UTC,2019-08-13 06:16:31 UTC
1828,"两个历史系老师结婚，且都是二婚；

入洞房后，女出上联求下联：夜袭珍珠港，美人受惊（精）；
男巧对：两颗原子弹，日德（得）投降；
横批：二次大战！",,2019-08-13 06:16:04 UTC,2019-08-13 06:16:04 UTC
1827,"某男准备出家。
方丈提出条件：全裸JJ上挂铃铛，见到美女铃不响则成功。
他照办。

请出美女，铃铛大响。
男怒：不信寺里的和尚铃铛都不响。

方丈让全寺和尚挂铃铛。美女再出，只有此男的铃铛大响。
突然铃铛落地弯腰去捡，后面铃声响成一片！",,2019-08-13 06:14:23 UTC,2019-08-13 06:14:23 UTC
1826,"“喜欢吗？”
“喜欢！”
“想要吗？”
“想要！”
“那我们就试一下吧！。。。能再往里一点吗？“
“能”
“疼吗”
”有点紧，不过还行！“
”舒服吗？“
”舒服。“
”那我们就买这双鞋吧“",,2019-08-13 06:12:53 UTC,2019-08-13 06:12:53 UTC
1825,"一天在政治课上，老师说“社会法律简称社法”。
一2货同学立即问了句“那社会经济简称啥”。
所有人石化。。。。。",,2019-08-13 06:11:10 UTC,2019-08-13 06:11:10 UTC
1824,"生日到了，问老公打算送我什么礼物， 
老公说：“太太口服液，” 
我很郁闷：“那是中年妇女喝的” 
老公邪笑着说：“我的太太口服液，只给你一个人喝。” 
我瞬间明白了什么…",,2019-08-13 06:10:46 UTC,2019-08-13 06:10:46 UTC
1823,"老处女和老处男要结婚，为表示纯洁， 
老处女出上联：一条河两座山29年没人观。 
老处男出下联：一杆枪两颗弹28年没抗战。 
横批：今夜火拼 !",,2019-08-13 06:09:38 UTC,2020-03-22 13:18:36 UTC
1822,"一天一只骆驼碰到一只大象，
于是大象就笑骆驼，嘿嘿，你咪咪怎么长在背上，
骆驼生气，你说我数毛啊，你JJ长在脸上呢。。

于是一只蛇过来了，在那里笑，大象生气说，你有毛资格笑，你个脸长在JJ上的东西没资格",,2019-08-13 05:55:59 UTC,2019-08-13 05:55:59 UTC
1821,"公海龟和母海龟一年见一次，
然后嘿嘿嘿。

第二年，公海龟又来到海滩，看见母海龟已经躺在那儿了，
就上前说：今年来这么早？

母海龟回答：TMD你去年干完我忘了把我翻过来了！！！！",,2019-08-13 05:48:14 UTC,2019-08-13 05:48:14 UTC
1820,"别人对你好 
那都是为了和你上床 
我和他们不一样 
我沙发也行",,2019-08-13 05:46:49 UTC,2019-08-13 05:46:49 UTC
1819,"第二个，话说有个男的去徒步，晚上就在林子里扎营.

结果呢，大晚上的去尿尿被不知名的虫子咬了小丁丁，
小丁丁就又肿又痒，回去之后找到医生，

对医生说：＂医生，您帮帮我吧，我老婆说……说…您帮帮忙………能不能……那个……只止痒不消肿呢？＂",,2019-08-13 05:44:47 UTC,2019-08-13 05:44:47 UTC
1818,"一只蚂蚁很好色.

一日，路过妓院门口，妓院老板娘便让他过去坐坐，声称有新货.

蚂蚁问：“什么货色呀？”　　
老板娘答道：“是蜈蚣！”　　

蚂蚁觉的很新奇，便决定试一下。　　

第二天清早，蚂蚁红着眼睛扶着墙走出了房间，
老板娘忙上前问道：“怎么样啊？蚂蚁先生？”　　
蚂蚁骂道：“草！好个屁呀！数一晚上腿，没找着那个在哪！”
",,2019-08-13 05:43:46 UTC,2019-08-13 05:43:46 UTC
1817,"一男士去医院，医生问：“何处不适？”

男答：“听后不准笑。”

医生答：“当然。”

男士脱其裤生殖器仅有火柴棒粗，医生大笑。

男士大怒：“都肿了好几天了，你还笑！”",,2019-08-13 05:42:30 UTC,2019-08-13 05:42:30 UTC
1816,"夫妻与幼儿同住，夜半行房事，突然发现儿子不見，忙寻之，原來抱膝蹲在門后。

夫曰：“快回來，門后风大。”儿愤曰：“少騙人，被窝里风更大。”",,2019-08-13 05:41:59 UTC,2019-08-13 05:41:59 UTC
1815,"歹徒闖入民宅強 J婦女遭到誓死反抗,

丈夫下地回來見老婆被歹徒壓住,掄起鐵鏟怒拍,
就聽老婆罵道:“該死的,反抗了半天,被你一鏟子給拍進去了!",,2019-08-13 05:41:29 UTC,2019-08-13 05:41:29 UTC
1814,一光棍洞房花烛夜后，新娘艰难地扶着墙出來，骂到：“騙子，他說他有三十年的積蓄，我還以爲是錢呢！！”,,2019-08-13 05:40:43 UTC,2019-08-13 05:40:43 UTC
1813,"京九铁路通车,沿线农民路边观看。

车上一女客来例假，换紙后仍出窗外，纸迎面贴一农民脸上,
农民拿下看道：乖乖，是快！飘张紙都能把鼻子砸出血来!",,2019-08-13 05:39:31 UTC,2019-08-13 05:39:31 UTC
1812,"美丽的女医生在医院大受男病人的欢迎，浪漫、多金的追求者众多，当然，也遇到不少性骚扰......      

 有一天，陈先生在医院做完不孕症检查後，美丽的女医生要检查陈先生的精虫数目有没有减少。       
她给他一个密封的小玻璃罐子，要他回家装些样本带来。       

第二天，陈先生再来，女医生却发现玻璃罐仍是空空如也。       
陈先生解释说：“昨天，我先用右手试了半天，没有动静，我改用左手试，还是没有用，我叫我太太来帮忙，她也是两支手都试，也是没有用。
我叫她用嘴巴弄，仍然没有办法。”       

女医生听得满脸通红。       

陈先生仍不停地说：“刚好我表妹到我家来送礼，她比较年轻体力好，我就拜托她来帮忙。她也是先用手，再用嘴，很努力地............。”       

“ 停！停！”女医生再也忍不住了：“这种事...你找你表妹帮忙做~~?”       

陈先生说：“她很乐意啊！可是还是不行！我才来找你，看你能不能...”       

女医生一听怒问：“能不能什么？”       

陈先生 ：“能不能把这个玻璃罐的盖子打开啊！”
",,2019-08-13 05:38:42 UTC,2019-08-13 05:38:42 UTC
1811,"双胞胎在母亲肚子里聊天，

老大說:老爸不錯，经常伸头來看我們，就是不爱卫生，吐口痰就走。

老二說:还是隔壁的叔叔好，他吐完痰还用袋子把痰裝走.",,2019-08-13 05:37:37 UTC,2019-08-13 05:37:37 UTC
1810,"一和尚出门化斋，刚好到了一户人家，这户人家只有女主人在。
“施主，可以施舍点东西给贫僧吗？”
“你想要什么？我家里没东西。”
“那光天化日?”",,2019-08-13 05:35:23 UTC,2019-08-13 05:35:23 UTC
1809,白雪公主让匹诺曹躲到她裙子底下说一句真话一句假话。。(๑• . •๑),,2019-08-13 05:28:05 UTC,2019-08-13 05:28:05 UTC
1808,"树上停了两只小鸟，一只公的一只母的，树下有一只羊在悠闲的吃着草，突然有只狼蹦出来把羊给吃了.

目睹这庒血案的母鸟就对公鸟说了句话，结果说完公鸟就兽性大发把母鸟啪啪啪了.
你知道母鸟说的什么吗？

答案就是:
下面羊死了!",,2019-08-13 05:27:42 UTC,2019-08-13 05:27:42 UTC
1807,"世界上有那么一句话，能让你不费吹灰之力获得好处……
那就是：我知道事情的真相了！

孩子听完，跑去对爸爸说：我知道事情的真相了！
爸爸慌了，塞给孩子100块，说：别告诉妈妈！

拿去买吃的孩子又跑去对妈妈说：我知道事情的真相了！
妈妈也慌了，塞给孩子200块，说：别告诉爸爸！

那去买吃的孩子见这话那么管用，便跑到门口见到邮递员。很高兴地说：我知道事情的真相了！
邮递员热泪盈眶。一把将孩子拥入怀中：来，爸爸抱抱！

然后你跟妹子说：我知道事情的真相了。再一脸期待的看着她。
然后妹子就跟你坦白了，分手了！
",,2019-08-13 05:26:26 UTC,2019-08-13 05:26:26 UTC
1806,"一和尚与一陌生尼姑，进一小店住宿，恰巧只剩下一间房。

小二说：“出家人，色即是空，空即是色，二位同房一宿，没什么！”

两人想也是，就同意了。一人睡一端同床共寝。

夜半，尼姑的脚碰到和尚的老二，就问：“那是什么？”
和尚想想说：“那是死人！”

一会儿，和尚的脚碰到尼姑的小妹，就问：“那是什么？”
尼姑说：“那是棺材，专门装你的死人！”
…….",,2019-08-13 05:24:44 UTC,2019-08-13 05:24:44 UTC
1805,"有一尼姑去医院体检，医生搞错了尿检报告，跟她说你怀孕了。
尼姑懵逼了，长叹一口气：这年头，连萝卜都不可靠啊！",,2019-08-13 05:23:42 UTC,2019-08-13 05:23:42 UTC
1804,"很久以前，有一个人他决定要穿越大沙漠，于是带着他的骆驼就粗发了。

可是路程才过半，他的补给就快没有了。他心想这次药丸，可惜活了一辈子还是个处男，不行我得破个处。

可是沙漠里除了骆驼。。。

于是他就开始干骆驼(⊙o⊙)。(别问我骆驼是公的还是母的)
可是干骆驼好烦啊好烦啊好烦啊，
从后面的话，他拱一下，骆驼就走一步。

于是他们就在这样的节奏下一路摩擦摩擦似魔鬼的步伐。

(骆驼和男子表示无奈)  就在进行的时候突然，天空中有一架失控的飞机出现。

骆驼和男人就看着飞机在不远方失事，他们决定去看看。  
然后。他救了一个生还者！！一个如！花！似！玉！的大美人！

大美人从昏迷中醒来时便对男子表示出了充分的感激“谢谢你救了我，现在开始，你要我做什么，我都愿意！”(羞羞状)男子听到后兴奋异常！！( •̀∀•́ )

于是说:



太好了！你能帮我扶一下骆驼吗？！！",,2019-08-13 05:23:07 UTC,2019-08-13 05:23:07 UTC
1803,"森林里隐居一名男子，还有一只小兔子，和一只大熊。

男子经常喜欢在草地上裸睡晒太阳，恰好一天小兔蹦蹦跳跳去菜蘑菇。

小兔子边摘边数：一朵…两朵…三朵…四朵…五朵…五朵…五朵…五朵…五朵没能把蘑菇采回，只得放弃。

男子偷笑，第二日仍然躺在原地。

第二天大熊来采蘑菇。小熊边摘边数 一朵…两朵…三朵…四朵…五朵…五朵…五朵…五朵…五朵（此处加强语气）六朵…七朵...

",,2019-08-13 05:21:12 UTC,2019-08-13 05:21:12 UTC
1802,"从前，有一个靠海的村子，村民靠捕鱼为生。。。
 这样过了很多很多年~~~ 
突然有一天，海里面来了一只怪鱼，专门吃出海捕鱼的村民们，已经吃了好几个人了。。。
这只怪鱼长了六只眼睛，还会飞，于是村民们管它叫“六眼飞鱼” 眼看六眼飞鱼肆无忌惮地杀人，又没人能治它，村民们头都急大了，这样下去如何是好呀~~~ 
这时，村里来了一个小伙子，很年轻，他的名字很特别，叫“爱”，爱说他能把六眼飞鱼杀死。。。
村民们很不屑。。但是第二天，爱果然提着那怪鱼的尸体回来了。。。 
村民们大感震惊，都问爱“你是怎么做到的呢？” 爱说 “爱真的需要勇气，来面对六眼飞鱼”
",,2019-08-13 05:18:45 UTC,2019-08-13 05:18:45 UTC
1801,"请用老大老二老三老四老五造句:
老五对老四说：“老三的老二老大了。”",,2019-08-13 05:17:48 UTC,2019-08-13 05:17:48 UTC
1800,"有一个男人很喜欢打保龄球。
有一天晚上，他老婆叫他出去买酱油，他就去了，结果在半路上遇到一个美女。
上去搭讪成功，两人一起去开了房，整夜未归。 
第二天，他从容地在手上涂了些打保龄球用的滑石粉，然后回到了家里。他老婆很生气地问他:“说，你昨天晚上死哪儿去了？” 
他故意把手往身后一藏，然后很诚实地说:“昨天晚上我碰到了一个美女，然后跟她去开房了。” 
他老婆很“聪明”地察觉了:“把手拿出来，你看看，肯定又去打保龄球了，还给我耍花样！”",,2019-08-13 05:17:26 UTC,2019-08-13 05:17:26 UTC
1799,"从前有一位国王，他有一个美丽的女儿，也就是公主啦～！
但是她有一个问题:任何东西只要被公主摸到都会融化， 不管是金属啦，木头啦，塑料啦，只要被她摸到，一定溶化！

也因为如此，男人们都很怕她，也没有人敢娶她，这个国王真是绝望极了。 　　
「要怎样才可以帮我女儿呢？」他和巫师商量着该怎么办 　　
而其中一位巫师告诉他「如果您的女儿摸到一样东西，而它不会在她的手里溶化的话，她的病便会不药而愈了！」 　　
这个国王听了真是高兴极了。

于是第二天，他便办了一场比赛。
规则是： 　　
任何男人只要能拿到在他女儿手中不会溶化的东西，便可以娶她的女儿，并继承他所有的财富。 　　

三位年轻的王子前来挑战第一位拿的是非常硬的钛合金， 　　
但是…，公主才刚碰到它，它就溶化了。这位王子便十分伤心地离开了… 　　

第二位王子拿的一个巨大的钻石，他想既然钻石是全世界最硬的东西，一定不会溶化… 　　
可是…，公主才刚碰到它，它就溶化了。这位王子也十分伤心地离开了… 　　

第三位王子走向前告诉公主，「请把您的手放在我的口袋里并摸摸看是什么东西在里面。」 　　
这位公主遵照他的指示，把手放在他的口袋， 　　
不过她的脸却害羞的变红了…她摸到硬硬的东西 不过却没有在她的手里溶化。 　　
这位国王十分开心，这个王国里的每一个人也都高兴极了，而第三位王子也如愿地娶了公主，从此过着幸福快乐的日子。 　　

问题是… 　　在王子裤子里的东西是什么？  

德芙巧克力，只溶在口，不溶在手。",,2019-08-13 05:16:05 UTC,2019-08-13 05:16:05 UTC
